zip,city,area_code,county,state,metro
60706,Harwood Heights,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60630,Harwood Hgts,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60634,Harwood Hgts,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60047,Hawthorn Wds,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60047,Hawthorn Woods,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60429,Hazel Crest,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60034,Hebron,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60633,Hegewisch,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60541,Helmar,815/779,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60615,Henry Mcgee,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60653,Henry Mcgee,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60145,Herbert,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60457,Hickory Hills,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60035,Highland Park,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60037,Highland Park,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60040,Highwood,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60162,Hillside,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60163,Hillside,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60520,Hinckley,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60141,Hines,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60521,Hinsdale,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60522,Hinsdale,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60523,Hinsdale,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60525,Hodgkins,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Hoffman Est,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60067,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60120,Hoffman Est,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60169,Hoffman Est,847,Cook County,Illinois - IL,"Chicago, IL (1600)"
60173,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60179,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60192,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60195,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60196,Hoffman Est,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Hoffman Estates,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60067,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60169,Hoffman Estates,847,Cook County,Illinois - IL,"Chicago, IL (1600)"
60173,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60179,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60192,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60195,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60196,Hoffman Estates,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60050,Holiday Hills,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60051,Holiday Hills,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60441,Homer Glen,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60491,Homer Glen,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60456,Hometown,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60422,Homewood,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60430,Homewood,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60128,Household Finance Corp,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60116,Household Financial Services,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60093,Hubbard Woods,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60142,Huntley,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60525,Ind Head Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60061,Indian Creek,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60525,Indian Head Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60525,Indianhead Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60041,Ingleside,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60399,Inktel Marketing,708/464,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60010,Inverness,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60067,Inverness,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60042,Island Lake,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60143,Itasca,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60637,Jackson Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60630,Jefferson,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60630,Jefferson Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60617,John Buchanan,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60050,Johnsburg,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60051,Johnsburg,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60403,Joliet,708,Will County,Illinois - IL,"Chicago, IL (1600)"
60404,Joliet,708,Will County,Illinois - IL,"Chicago, IL (1600)"
60431,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60432,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60433,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60434,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60435,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60436,Joliet,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60670,Jp Morgan Chase,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60673,Jp Morgan Chase,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60695,Jp Morgan Chase,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60290,Jt Weeker Isc,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60688,Jt Weeker Isc,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60458,Justice,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60144,Kaneville,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60172,Keeneyville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60049,Kemper Ins Co,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60043,Kenilworth,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Kildeer,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60047,Kildeer,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60074,Kildeer,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60145,Kingston,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60437,Kinsman,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60146,Kirkland,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60044,Knollwood,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60525,La Gran Hghls,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60525,La Grange,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60525,La Grange Highlands,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60526,La Grange Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60526,La Grng Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60147,Lafox,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60525,Lagrange Hlds,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Lake Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60084,Lake Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60010,Lake Barrington Shores,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60044,Lake Bluff,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60045,Lake Forest,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60102,Lake in the Hills,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60156,Lake In The Hills,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60102,Lake In The Hls,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60156,Lake In The Hls,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60046,Lake Villa,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60047,Lake Zurich,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60049,Lake Zurich,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60050,Lakemoor,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60051,Lakemoor,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60613,Lakeview,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60014,Lakewood,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60438,Lansing,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60439,Lemont,630/331,Cook County,Illinois - IL,"Chicago, IL (1600)"
60490,Lemont,630/331,Will County,Illinois - IL,"Chicago, IL (1600)"
60048,Libertyville,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60092,Libertyville,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60151,Lily Lake,815/779,Kane County,Illinois - IL,"Chicago, IL (1600)"
60175,Lily Lake,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60614,Lincoln Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60069,Lincolnshire,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60045,Lincolnshire Woods,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60645,Lincolnwood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60646,Lincolnwood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60659,Lincolnwood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60712,Lincolnwood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60046,Lindenhurst,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60541,Lisbon,815/779,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60532,Lisle,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60545,Little Rock,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60441,Lockport,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60491,Lockport,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60148,Lombard,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60047,Long Grove,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60049,Long Grove,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60060,Long Grove,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60041,Long Lake,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60481,Lorenzo,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60411,Lynwood,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60534,Lyons,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60150,Malta,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60442,Manhattan,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60151,Maple Park,815/779,Kane County,Illinois - IL,"Chicago, IL (1600)"
60152,Marengo,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60426,Markham,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60428,Markham,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60624,Mary Alice Henry,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60443,Matteson,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60153,Maywood,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60155,Maywood,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60444,Mazon,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60525,Mc Cook,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60525,McCook,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60050,McCullom Lake,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60556,McGirr,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60050,McHenry,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60051,McHenry,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60157,Medinah,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60055,Mellon Financial Services,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60160,Melrose Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60161,Melrose Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60163,Melrose Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60164,Melrose Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60165,Melrose Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60654,Merchandise Mart,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60655,Merrionett pk,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60803,Merrionett pk,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60655,Merrionette Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60803,Merrionette Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60045,Mettawa,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60048,Mettawa,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60445,Midlothian,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60536,Millbrook,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60537,Millington,815/779,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60447,Minooka,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60448,Mokena,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60449,Monee,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60538,Montgmry,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60538,Montgomery,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60539,Mooseheart,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60643,Morgan Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60450,Morris,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60053,Morton Grove,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60655,Mount Greenwood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60056,Mount Prospect,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60196,Multi High Volume Firms,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60060,Mundelein,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60612,Nancy B Jefferson,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60540,Naperville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60563,Naperville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60564,Naperville,630/331,Will County,Illinois - IL,"Chicago, IL (1600)"
60565,Naperville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60566,Naperville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60567,Naperville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60686,National City Bank,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60541,Nettlecreek,815/779,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60451,New Lenox,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60541,Newark,815/779,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60568,Nicor Gas,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60714,Niles,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60634,Norridge,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60656,Norridge,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60706,Norridge,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60542,North Aurora,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60010,North Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60064,North Chicago,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60086,North Chicago,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60088,North Chicago,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60546,North Riverside,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60128,North Suburban,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60132,North Suburban,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60197,North Suburban,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60199,North Suburban,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60645,North Town,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60062,Northbrook,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60065,Northbrook,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60568,Northern Il Gas,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60568,Northern Ill Gas Co,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60675,Northern Trust Co,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60093,Northfield,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60164,Northlake,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60659,Northtown,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60208,Northwestern University Adminstrn,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60209,Northwestern University Residental,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60185,Northwoods,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60631,Norwood Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60521,Oak Brk Mall,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60521,Oak Brook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60522,Oak Brook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60523,Oak Brook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60561,Oak Brook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60521,Oak Brook Mall,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60452,Oak Forest,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60453,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60454,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60455,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60456,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60457,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60458,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60459,Oak Lawn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60301,Oak Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60302,Oak Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60303,Oak Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60304,Oak Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60181,Oakbrook Ter,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60181,Oakbrook Terrace,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60013,Oakwood Hills,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60636,Ogden Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60002,Old Mill Creek,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60083,Old Mill Creek,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60002,Old Mill Crk,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60083,Old Mill Crk,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60461,Olympia Fields,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60461,Olympia Flds,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60611,Ontario Street,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60103,Ontarioville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60477,Orland Hills,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60487,Orland Hills,708,Cook County,Illinois - IL,"Chicago, IL (1600)"
60462,Orland Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60467,Orland Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60543,Oswego,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60623,Otis Grant Collins,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60411,Otto Mall,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60038,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60055,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60067,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60074,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60078,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60094,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60095,Palatine,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60463,Palos Heights,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60465,Palos Hills,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60464,Palos Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60085,Park City,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60466,Park Forest,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60484,Park Forest,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60068,Park Ridge,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60687,Peoples Gas and Light,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60468,Peotone,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60426,Phoenix,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60608,Pilsen,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60140,Pingree Grove,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60544,Plainfield,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60585,Plainfield,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60586,Plainfield,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60545,Plano,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60124,Plato Center,847,Kane County,Illinois - IL,"Chicago, IL (1600)"
60170,Plato Center,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60560,Plattville,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60677,Pnc Bank,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Point Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60010,Port Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60469,Posen,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60012,Prairie Grove,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60050,Prairie Grove,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60069,Prairie View,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60069,Prairieview,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60070,Prospect Heights,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60625,Ravenswood,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60644,Rev.Milton R.Brunson Station,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60071,Richmond,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60471,Richton Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60012,Ridgefield,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60072,Ringwood,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60481,Ritchie,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60305,River Forest,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60171,River Grove,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60827,Riverdale,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60546,Riverside,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60015,Riverwoods,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60472,Robbins,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60651,Robert Leflore Jr.,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60647,Roberto Clemente,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60436,Rockdale,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60634,Roger P. Mc Auliffe,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60626,Rogers Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60660,Rogers Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60008,Rolling Meadows,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60446,Romeoville,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60491,Romeoville,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60628,Roseland,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60172,Roselle,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60018,Rosemont,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60019,Rosemont,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lake,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lake Beach,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lake Heights,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lake Park,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lk Bch,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lk Heights,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60073,Round Lk Park,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60075,Russell,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60174,Saint Charles,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60175,Saint Charles,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60548,Sandwich,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60411,Sauk Village,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60159,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60168,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
